move_id,name,type,power,pp,accuracy,priority,damage_class,effect_text,short_effect_text
423,ice-fang,ice,65.0,15,95.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target and a separate $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to freeze the target and a $effect_chance% chance to make the target flinch.
6,pay-day,normal,40.0,20,100.0,0,physical,"Inflicts regular damage.  After the battle ends, the winner receives five times the user’s level in extra money for each time this move was used.",Scatters money on the ground worth five times the user’s level.
24,double-kick,fighting,30.0,30,100.0,0,physical,Inflicts regular damage.  Hits twice in one turn.,Hits twice in one turn.
84,thunder-shock,electric,40.0,30,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,Has a $effect_chance% chance to paralyze the target.
186,sweet-kiss,fairy,,10,75.0,0,status,Confuses the target.,Confuses the target.
192,zap-cannon,electric,120.0,5,50.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,Has a $effect_chance% chance to paralyze the target.
209,spark,electric,65.0,20,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,Has a $effect_chance% chance to paralyze the target.
227,encore,normal,,5,100.0,0,status,"The next 4–8 times (selected at random) the target attempts to move, it is forced to repeat its last used move.  If the selected move allows the trainer to select a target, an opponent will be selected at random each turn.  If the target is prevented from using the selected move by some other effect, struggle will be used instead.  This effect ends if the selected move runs out of PP.

If the target hasn’t used a move since entering the field, if it tried to use a move this turn and failed, if it does not know the selected move, or if the selected move has 0 PP remaining, this move will fail.  If the target’s last used move was encore, mimic, mirror move, sketch, struggle, or transform, this move will fail.",Forces the target to repeat its last used move every turn for 2 to 6 turns.
268,charge,electric,,20,,0,status,"Raises the user’s Special Defense by one stage.  If the user uses an electric move next turn, its power will be doubled.",Raises the user’s Special Defense by one stage.  User’s Electric moves have doubled power next turn.
313,fake-tears,dark,,20,100.0,0,status,Lowers the target’s Special Defense by two stages.,Lowers the target’s Special Defense by two stages.
344,volt-tackle,electric,120.0,15,100.0,0,physical,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a $effect_chance% chance to paralyze the target.,User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to paralyze the target.
347,calm-mind,psychic,,20,,0,status,Raises the user’s Special Attack and Special Defense by one stage each.,Raises the user’s Special Attack and Special Defense by one stage.
364,feint,normal,30.0,10,100.0,2,physical,"Inflicts regular damage.  Removes the effects of detect or protect from the target before hitting.

This move cannot be copied by mirror move, nor selected by assist or metronome.",Hits through Protect and Detect.
393,magnet-rise,electric,,10,,0,status,"For five turns, the user is immune to ground moves.

If the user is under the effect of ingrain or has levitate, this move will fail.

This effect is temporarily disabled by and cannot be used during gravity.

This effect is passed on by baton pass.",User is immune to Ground moves and effects for five turns.
417,nasty-plot,dark,,20,,0,status,Raises the user’s Special Attack by two stages.,Raises the user’s Special Attack by two stages.
435,discharge,electric,80.0,15,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,Has a $effect_chance% chance to paralyze the target.
486,electro-ball,electric,,10,100.0,0,special,"Inflicts regular damage.  The greater the user’s Speed compared to the target’s, the higher power this move has, to a maximum of 150.

User’s Speed                     | Power
-------------------------------- | ----:
Up to 2× the target’s Speed      |    60
Up to 3× the target’s Speed      |    80
Up to 4× the target’s Speed      |   120
More than 4× the target’s Speed  |   150
","Power is higher when the user has greater Speed than the target, up to a maximum of 150."
521,volt-switch,electric,70.0,20,100.0,0,special,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user’s trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain’s effect will end.",User must switch out after attacking.
574,disarming-voice,fairy,40.0,15,,0,special,Inflicts regular damage.  Ignores accuracy and evasion.,Never misses.
583,play-rough,fairy,90.0,10,90.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Attack by one stage.,Has a $effect_chance% chance to lower the target’s Attack by one stage.
589,play-nice,normal,,20,,0,status,Lowers the target’s Attack by one stage.,Lowers the target’s Attack by one stage.
598,eerie-impulse,electric,,15,100.0,0,status,Lowers the target’s Special Attack by two stages.,Lowers the target’s Special Attack by two stages.
604,electric-terrain,electric,,10,,0,status,"For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.

Changes nature power to thunderbolt.","For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power."
609,nuzzle,electric,20.0,20,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,Has a $effect_chance% chance to paralyze the target.
804,rising-voltage,electric,70.0,20,100.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
914,alluring-voice,fairy,80.0,10,100.0,0,special,,
918,upper-hand,fighting,65.0,15,100.0,3,physical,,
683,speed-swap,psychic,,10,,0,status,Exchanges the original Speed stats of the user and target.,Exchanges the user’s Speed with the target’s.
67,low-kick,fighting,,20,100.0,0,physical,"Inflicts regular damage.  Power increases with the target’s weight in kilograms, to a maximum of 120.

Target’s weight | Power
--------------- | ----:
Up to 10kg      |    20
Up to 25kg      |    40
Up to 50kg      |    60
Up to 100kg     |    80
Up to 200kg     |   100
Above 200kg     |   120
","Inflicts more damage to heavier targets, with a maximum of 120 power."
191,spikes,ground,,20,,0,status,"Scatters spikes around the opposing field, which damage opposing Pokémon that enter the field for 1/8 of their max HP.  Pokémon immune to ground moves are immune to this damage, except during gravity.  Up to three layers of spikes may be laid down, adding 1/16 to the damage done: two layers of spikes damage for 3/16 max HP, and three layers damage for 1/4 max HP.

wonder guard does not block damage from this effect.

rapid spin removes this effect from its user’s side of the field.  defog removes this effect from its target’s side of the field.","Scatters Spikes, hurting opposing Pokémon that switch in."
222,magnitude,ground,,30,100.0,0,physical,"Inflicts regular damage.  Power is selected at random between 10 and 150, with an average of 71:

Magnitude | Power | Chance
--------: | ----: | -----:
        4 |    10 |     5%
        5 |    30 |    10%
        6 |    50 |    20%
        7 |    70 |    30%
        8 |    90 |    20%
        9 |   110 |    10%
       10 |   150 |     5%

This move has double power against Pokémon currently underground due to dig.",Power varies randomly from 10 to 150.
306,crush-claw,normal,75.0,10,95.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Defense by one stage.,Has a $effect_chance% chance to lower the target’s Defense by one stage.
328,sand-tomb,ground,35.0,15,85.0,0,physical,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",Prevents the target from fleeing and inflicts damage for 2-5 turns.
400,night-slash,dark,70.0,15,100.0,0,physical,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
444,stone-edge,rock,100.0,5,80.0,0,physical,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
446,stealth-rock,rock,,20,,0,status,"Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon’s susceptibility to rock moves.

rapid spin removes this effect from its user’s side of the field.",Causes damage when opposing Pokémon switch in.
498,chip-away,normal,70.0,20,100.0,0,physical,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.",Ignores the target’s stat modifiers.
563,rototiller,ground,,10,,0,status,Raises the Attack and Special Attack of all grass Pokémon in battle.,Raises the Attack and Special Attack of all grass Pokémon in battle.
667,high-horsepower,ground,95.0,10,95.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
798,steel-roller,steel,130.0,5,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
260,flatter,dark,,15,100.0,0,status,"Raises the target’s Special Attack by one stage, then confuses it.",Raises the target’s Special Attack by one stage and confuses the target.
599,venom-drench,poison,,20,100.0,0,status,"Lowers the target’s Attack, Special Attack, and Speed by one stage if it is poisoned.","Lowers the target’s Attack, Special Attack, and Speed by one stage if it is poisoned."
32,horn-drill,normal,,5,30.0,0,physical,"Inflicts damage equal to the target’s max HP.  Ignores accuracy and evasion modifiers.  This move’s accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.

Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.

The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.",Causes a one-hit KO.
276,superpower,fighting,120.0,5,100.0,0,physical,"Inflicts regular damage, then lowers the user’s Attack and Defense by one stage each.",Lowers the user’s Attack and Defense by one stage after inflicting damage.
350,rock-blast,rock,25.0,10,90.0,0,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.
506,hex,ghost,65.0,10,100.0,0,special,"Inflicts regular damage.  If the target has a major status ailment, this move has double power.",Has double power if the target has a major status ailment.
511,quash,dark,,15,100.0,0,status,"Forces the target to act last this turn, regardless of Speed or move priority.  If the target has already acted this turn, this move will fail.",Makes the target act last this turn.
30,horn-attack,normal,65.0,25,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
37,thrash,normal,120.0,10,100.0,0,physical,"Inflicts regular damage.  User is forced to attack with this move for 2–3 turns,selected at random.  After the last hit, the user becomes confused.

safeguard does not protect against the confusion from this move.","Hits every turn for 2-3 turns, then confuses the user."
457,head-smash,rock,150.0,5,80.0,0,physical,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.,User receives 1/2 the damage inflicted in recoil.
684,smart-strike,steel,70.0,10,,0,physical,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.
224,megahorn,bug,120.0,10,85.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
1,pound,normal,40.0,35,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
3,double-slap,normal,15.0,10,85.0,0,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.
47,sing,normal,,15,55.0,0,status,Puts the target to sleep.,Puts the target to sleep.
101,night-shade,ghost,,15,100.0,0,special,"Inflicts damage equal to the user’s level.  Type immunity applies, but other type effects are ignored.",Inflicts damage equal to the user’s level.
107,minimize,normal,,10,,0,status,"Raises the user’s evasion by two stages.

stomp and steamroller have double power against Pokémon that have used this move since entering the field.",Raises the user’s evasion by two stages.
118,metronome,normal,,10,,0,status,"Selects any move at random and uses it.  Moves the user already knows are not eligible.  Assist, meta, protection, and reflection moves are also not eligible; specifically, assist, chatter, copycat, counter, covet, destiny bond, detect, endure, feint, focus punch, follow me, helping hand, me first, metronome, mimic, mirror coat, mirror move, protect, quick guard, sketch, sleep talk, snatch, struggle, switcheroo, thief, trick, and wide guard will not be selected by this move.

This move cannot be copied by mimic or mirror move, nor selected by assist, metronome, or sleep talk.",Randomly selects and uses any move in the game.
135,soft-boiled,normal,,5,,0,status,Heals the user for half its max HP.,Heals the user by half its max HP.
150,splash,normal,,40,,0,status,"Does nothing.

This move cannot be used while gravity is in effect.",Does nothing.
215,heal-bell,normal,,5,,0,status,Removes major status effects and confusion from every Pokémon in the user’s party.,Cures the entire party of major status effects.
217,present,normal,,15,90.0,0,physical,"Randomly uses one of the following effects.

Effect                                             | Chance
-------------------------------------------------- | -----:
Inflicts regular damage with 40 power  |    40%
Inflicts regular damage with 80 power  |    30%
Inflicts regular damage with 120 power |    10%
Heals the target for 1/4 its max HP    |    20%

On average, this move inflicts regular damage with 52 power and heals the target for 1/20 its max HP.",Randomly inflicts damage with power from 40 to 120 or heals the target for 1/4 its max HP.
236,moonlight,fairy,,5,,0,status,"Heals the user for half its max HP.

During sunny day, the healing is increased to 2/3 max HP.

During hail, rain dance, or sandstorm, the healing is decreased to 1/4 max HP.",Heals the user by half its max HP.  Affected by weather.
271,trick,psychic,,10,100.0,0,status,"User and target permanently swap held items.  Works even if one of the Pokémon isn’t holding anything.  If either Pokémon is holding mail, this move will fail.

If either Pokémon has multitype or sticky hold, this move will fail.

If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.

Neither the user nor the target can recover its item with recycle.

This move cannot be selected by assist or metronome.",User and target swap items.
272,role-play,psychic,,10,,0,status,"User’s ability is replaced with the target’s until the user leaves the field.  Ignores accuracy and evasion modifiers.

If the target has flower gift, forecast, illusion, imposter, multitype, stance change, trace, wonder guard, or zen mode, this move will fail.

This move cannot be copied by mirror move.",Copies the target’s ability.
273,wish,normal,,10,,0,status,"At the end of the next turn, user will be healed for half its max HP.  If the user is switched out, its replacement will be healed instead for half of the user’s max HP.  If the user faints or is forcefully switched by roar or whirlwind, this effect will not activate.",User will recover half its max HP at the end of the next turn.
277,magic-coat,psychic,,15,,4,status,"The first non-damaging move targeting the user this turn that inflicts major status effects, stat changes, or trapping effects will be reflected at its user.

defog, memento, and teeter dance are not reflected.

attract, flatter, gastro acid, leech seed, swagger, worry seed, and yawn are reflected.

This move cannot be copied by mirror move.",Reflects back the first effect move used on the user this turn.
278,recycle,normal,,10,,0,status,"User recovers the last item consumed by the user or a Pokémon in its position on the field.  The item must be used again before it can be recovered by this move again.  If the user is holding an item, this move fails.

Items taken or given away by covet, knock off, switcheroo, thief, or trick may not be recovered.",User recovers the item it last used up.
286,imprison,psychic,,10,,0,status,"Prevents any Pokémon on the opposing side of the field from using any move the user knows until the user leaves the field.  This effect is live; if the user obtains new moves while on the field, these moves become restricted.  If no opposing Pokémon knows any of the user’s moves when this move is used, this move will fail.",Prevents the target from using any moves that the user also knows.
304,hyper-voice,normal,90.0,10,100.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
309,meteor-mash,steel,90.0,10,90.0,0,physical,Inflicts regular damage. Has a $effect_chance% chance to raise the user’s Attack one stage.,Has a $effect_chance% chance to raise the user’s Attack by one stage.
321,tickle,normal,,20,100.0,0,status,Lowers the target’s Attack and Defense by one stage.,Lowers the target’s Attack and Defense by one stage.
322,cosmic-power,psychic,,20,,0,status,Raises the user’s Defense and Special Defense by one stage.,Raises the user’s Defense and Special Defense by one stage.
340,bounce,flying,85.0,5,85.0,0,physical,"Inflicts regular damage.  User bounces high into the air for one turn, becoming immune to attack, and hits on the second turn.  Has a $effect_chance% chance to paralyze the target.

During the immune turn, gust, hurricane, sky uppercut, smack down, thunder, and twister still hit the user normally.  gust and twister also have double power against the user.

The damage from hail and sandstorm still applies during the immune turn.

The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep talk.","User bounces high into the air, dodging all attacks, and hits next turn."
356,gravity,psychic,,5,,0,status,"For five turns (including this one), all immunities to ground moves are disabled.  For the duration of this effect, the evasion of every Pokémon on the field is lowered by two stages.  Cancels the effects of bounce, fly, and sky drop.

Specifically, flying Pokémon and those with levitate or that have used magnet rise are no longer immune to ground attacks, arena trap, spikes, or toxic spikes.

bounce, fly, sky drop, high jump kick, jump kick, and splash cannot be used while this move is in effect.

*Bug*: If this move is used during a double or triple battle while Pokémon are under the effect of sky drop, Sky Drop’s effect is not correctly canceled on its target, and it remains high in the air indefinitely.  As Sky Drop prevents the target from acting, the only way to subsequently remove it from the field is to faint it.",Disables moves and immunities that involve flying or levitating for five turns.
358,wake-up-slap,fighting,70.0,10,100.0,0,physical,"Inflicts regular damage.  If the target is sleeping, this move has double power, and the target wakes up.","If the target is asleep, has double power and wakes it up."
361,healing-wish,psychic,,10,,0,status,"User faints.  Its replacement’s HP is fully restored, and any major status effect is removed.  If the replacement Pokémon is immediately fainted by a switch-in effect, the next replacement is healed by this move instead.",User faints.  Its replacement has its HP fully restored and any major status effect removed.
381,lucky-chant,normal,,30,,0,status,"For five turns, opposing Pokémon cannot score critical hits.",Prevents the target from scoring critical hits for five turns.
383,copycat,normal,,20,,0,status,"Uses the last move that was used successfully by any Pokémon, including the user.

This move cannot copy itself, nor roar nor whirlwind.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",Uses the target’s last used move.
409,drain-punch,fighting,75.0,10,100.0,0,physical,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Drains half the damage inflicted to heal the user.
472,wonder-room,psychic,,10,,0,status,"For five turns (including this one), every Pokémon’s Defense and Special Defense are swapped.",All Pokémon’s Defense and Special Defense are swapped for 5 turns.
473,psyshock,psychic,80.0,10,100.0,0,special,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.","Inflicts damage based on the target’s Defense, not Special Defense."
477,telekinesis,psychic,,15,,0,status,"For three turns (including this one), moves used against the target have 100% accuracy, but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.

This effect is removed by gravity.  If Gravity is already in effect, this move will fail.",Moves have 100% accuracy against the target for three turns.
495,after-you,normal,,15,,0,status,"The target will act next this turn, regardless of Speed or move priority.
If the target has already acted this turn, this move will fail.",Makes the target act next this turn.
500,stored-power,psychic,20.0,10,100.0,0,special,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user’s stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move’s power.  For a Pokémon with all five stats modified to +6, this move’s power is 31×.","Power is higher the more the user’s stats have been raised, to a maximum of 31×."
502,ally-switch,psychic,,15,,2,status,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail.",User switches places with the friendly Pokémon opposite it.
505,heal-pulse,psychic,,10,,0,status,Heals the target for half its max HP.,Heals the target for half its max HP.
516,bestow,normal,,15,,0,status,"Transfers the user’s held item to the target.  If the user has no held item, or the target already has a held item, this move will fail.",Gives the user’s held item to the target.
581,misty-terrain,fairy,,10,,0,status,"For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens dragon moves used against them to 0.5× their power.

Changes nature power to moonblast.","For five turns, protects all Pokémon on the ground from major status ailments and confusion, and halves the power of incoming dragon moves."
584,fairy-wind,fairy,40.0,30,100.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
585,moonblast,fairy,95.0,15,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,Has a $effect_chance% chance to lower the target’s Special Attack by one stage.
605,dazzling-gleam,fairy,80.0,10,100.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
608,baby-doll-eyes,fairy,,30,100.0,1,status,Lowers the target’s Attack by one stage.,Lowers the target’s Attack by one stage.
671,spotlight,normal,,15,,3,status,"For the duration of the turn, if the target is also a valid target for a move used by one of its opponents, that move will target it instead.",Forces the target’s opponents to aim at the target for the rest of the turn.
800,meteor-beam,rock,120.0,10,90.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
802,misty-explosion,fairy,100.0,5,100.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
248,future-sight,psychic,120.0,10,100.0,0,special,"Inflicts typeless regular damage at the end of the third turn, starting with this one.  This move cannot score a critical hit.  If the target switches out, its replacement will be hit instead.  Damage is calculated at the time this move is used; stat changes and switching out during the delay won’t change the damage inflicted.  No move with this effect can be used against the same target again until after the end of the third turn.

This effect breaks through wonder guard.

If the target is protected by protect or detect on the turn this move is used, this move will fail.  However, the damage on the third turn will break through protection.

The damage is applied at the end of the turn, so it ignores endure and focus sash.

This move cannot be copied by mirror move.",Hits the target two turns later.
95,hypnosis,psychic,,20,60.0,0,status,Puts the target to sleep.,Puts the target to sleep.
109,confuse-ray,ghost,,10,100.0,0,status,Confuses the target.,Confuses the target.
262,memento,dark,,10,100.0,0,status,Lowers the target’s Attack and Special Attack by two stages.  User faints.,Lowers the target’s Attack and Special Attack by two stages.  User faints.
288,grudge,ghost,,5,,0,status,"If the user faints before it next acts, the move that fainted it will have its PP dropped to 0.  End-of-turn damage does not trigger this effect.","If the user faints this turn, the PP of the move that fainted it drops to 0."
326,extrasensory,psychic,80.0,20,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
336,howl,normal,,40,,0,status,Raises the user’s Attack by one stage.,Raises the user’s Attack by one stage.
384,power-swap,psychic,,10,,0,status,User swaps its Attack and Special Attack stat modifiers modifiers with the target.,User swaps Attack and Special Attack changes with the target.
492,foul-play,dark,95.0,15,100.0,0,physical,Inflicts regular damage.  Damage is calculated using the target’s attacking stat rather than the user’s.,Calculates damage with the target’s attacking stat.
541,tail-slap,normal,25.0,10,85.0,0,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.
807,burning-jealousy,fire,70.0,5,100.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
120,self-destruct,normal,200.0,5,100.0,0,physical,"User faints, even if the attack fails or misses.  Inflicts regular damage.",User faints.
917,psychic-noise,psychic,75.0,10,100.0,0,special,,
478,magic-room,psychic,,10,,0,status,"For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items.",Negates held items for five turns.
797,expanding-force,psychic,80.0,10,100.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
71,absorb,grass,20.0,25,100.0,0,special,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Drains half the damage inflicted to heal the user.
212,mean-look,normal,,5,,0,status,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.

The target may still escape by using baton pass, u turn, or a shed shell.

Both the user and the target pass on this effect with baton pass.",Prevents the target from leaving battle.
440,cross-poison,poison,70.0,20,100.0,0,physical,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move. Has a $effect_chance% chance to poison the target.,Has an increased chance for a critical hit and a $effect_chance% chance to poison the target.
501,quick-guard,fighting,,15,,3,status,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",Prevents any priority moves from hitting friendly Pokémon this turn.
298,teeter-dance,normal,,20,100.0,0,status,Confuses all targets.,Confuses the target.
668,strength-sap,grass,,10,100.0,0,status,"Lowers the target’s Attack by one stage.  Heals the user by the target’s current Attack, including modifiers, but not including this move’s Attack-lowering effect.

If the target’s Attack is already at -6, this move will fail.  In any other situation that would prevent a stat modification, the healing will still succeed.",Heals the user by the target’s current Attack stat and lowers the target’s Attack by one stage.
312,aromatherapy,grass,,5,,0,status,Removes major status effects and confusion from every Pokémon in the user’s party.,Cures the entire party of major status effects.
669,solar-blade,grass,125.0,10,100.0,0,physical,"Inflicts regular damage.  User charges for one turn before attacking.

During sunny day, the charge turn is skipped.

During hail, rain dance, or sandstorm, power is halved.

This move cannot be selected by sleep talk.",Requires a turn to charge before attacking.
810,corrosive-gas,poison,,40,100.0,0,status,Inflicts regular damage.,Inflicts regular damage with no additional effect.
147,spore,grass,,15,100.0,0,status,Puts the target to sleep.,Puts the target to sleep.
469,wide-guard,rock,,10,,3,status,"Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",Prevents any multi-target moves from hitting friendly Pokémon this turn.
234,morning-sun,normal,,5,,0,status,"Heals the user for half its max HP.

During sunny day, the healing is increased to 2/3 max HP.

During hail, rain dance, or sandstorm, the healing is decreased to 1/4 max HP.",Heals the user by half its max HP.  Affected by weather.
679,lunge,bug,80.0,15,100.0,0,physical,Inflicts regular damage.  Lowers the target’s Attack by one stage.,Lowers the target’s Attack by one stage after inflicting damage.
884,pounce,bug,50.0,20,100.0,0,physical,,
274,assist,normal,,20,,0,status,"Uses a move from another Pokémon in the user’s party, both selected at random.  Moves from fainted Pokémon can be used.  If there are no eligible Pokémon or moves, this move will fail.

This move will not select assist, chatter, circle throw, copycat, counter, covet, destiny bond, detect, dig, dive, dragon tail, endure, feint, fly focus punch, follow me, helping hand, me first, metronome, mimic, mirror coat, mirror move, phantom force protect, quick guard, roar shadow force, sketch, sleep talk, snatch, struggle, switcheroo, thief, trick, whirlwind, or wide guard.

This move cannot be copied by mirror move, nor selected by metronome or sleep talk.",Randomly selects and uses one of the trainer’s other Pokémon’s moves.
316,odor-sleuth,normal,,40,,0,status,Resets the target’s evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.,"Forces the target to have no Evade, and allows it to be hit by Normal and Fighting moves even if it’s a Ghost."
386,punishment,dark,,5,100.0,0,physical,"Inflicts regular damage.  Power starts at 60 and is increased by 20 for every stage any of the target’s stats has been raised, capping at 200.  Accuracy and evasion modifiers do not increase this move’s power.","Power increases against targets with more raised stats, up to a maximum of 200."
408,power-gem,rock,80.0,20,100.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
373,embargo,dark,,15,100.0,0,status,"Target cannot use its held item for five turns.  If the target leaves the field, this effect ends.

If a Pokémon under this effect uses bug bite or pluck on a Pokémon holding a berry, the berry is destroyed but not used.  If a Pokémon under this effect uses fling, it will fail.

This effect is passed by baton pass.",Target cannot use held items.
238,cross-chop,fighting,100.0,5,80.0,0,physical,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
346,water-sport,water,,15,,0,status,"fire moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends.",Halves all Fire-type damage.
410,vacuum-wave,fighting,40.0,30,100.0,1,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
485,synchronoise,psychic,120.0,10,100.0,0,special,Inflicts regular damage.  Only Pokémon that share a type with the user will take damage from this move.,Hits any Pokémon that shares a type with the user.
487,soak,water,,20,100.0,0,status,"Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will fail.",Changes the target’s type to Water.
490,low-sweep,fighting,65.0,20,100.0,0,physical,Lowers the target’s Speed by one stage.,Lowers the target’s Speed by one stage.
493,simple-beam,normal,,15,100.0,0,status,Changes the target’s ability to simple.,Changes the target’s ability to Simple.
499,clear-smog,poison,50.0,15,,0,special,Inflicts regular damage.  All of the target’s stat modifiers are reset to zero.,Removes all of the target’s stat modifiers.
2,karate-chop,fighting,50.0,25,100.0,0,physical,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
96,meditate,psychic,,40,,0,status,Raises the user’s Attack by one stage.,Raises the user’s Attack by one stage.
265,smelling-salts,normal,70.0,10,100.0,0,physical,"Inflicts regular damage.  If the target is paralyzed, this move has double power, and the target is cured of its paralysis.","If the target is paralyzed, inflicts double damage and cures the paralysis."
339,bulk-up,fighting,,20,,0,status,Raises the user’s Attack and Defense by one stage each.,Raises the user’s Attack and Defense by one stage.
370,close-combat,fighting,120.0,5,100.0,0,physical,"Inflicts regular damage, then lowers the user’s Defense and Special Defense by one stage each.",Lowers the user’s Defense and Special Defense by one stage after inflicting damage.
530,dual-chop,dragon,40.0,15,90.0,0,physical,Inflicts regular damage.  Hits twice in one turn.,Hits twice in one turn.
