pokemon_id,name,height,weight,base_experience,type_1,type_2,ability_1,ability_2,ability_3,hp,attack,defense,special-attack,special-defense,speed
643,reshiram,32,3300,306,dragon,fire,turboblaze,,,100,120,100,150,120,90
644,zekrom,29,3450,306,dragon,electric,teravolt,,,100,150,120,120,100,90
645,landorus-incarnate,15,680,270,ground,flying,sand-force,sheer-force,,89,125,90,115,80,101
646,kyurem,30,3250,297,dragon,ice,pressure,,,125,130,90,130,90,95
647,keldeo-ordinary,14,485,261,water,fighting,justified,,,91,72,90,129,90,108
648,meloetta-aria,6,65,270,normal,psychic,serene-grace,,,100,77,77,128,128,90
649,genesect,15,825,270,bug,steel,download,,,71,120,95,120,95,99
650,chespin,4,90,63,grass,,overgrow,bulletproof,,56,61,65,48,45,38
651,quilladin,7,290,142,grass,,overgrow,bulletproof,,61,78,95,56,58,57
652,chesnaught,16,900,239,grass,fighting,overgrow,bulletproof,,88,107,122,74,75,64
653,fennekin,4,94,61,fire,,blaze,magician,,40,45,40,62,60,60
654,braixen,10,145,143,fire,,blaze,magician,,59,59,58,90,70,73
655,delphox,15,390,240,fire,psychic,blaze,magician,,75,69,72,114,100,104
656,froakie,3,70,63,water,,torrent,protean,,41,56,40,62,44,71
657,frogadier,6,109,142,water,,torrent,protean,,54,63,52,83,56,97
658,greninja,15,400,239,water,dark,torrent,protean,,72,95,67,103,71,122
659,bunnelby,4,50,47,normal,,pickup,cheek-pouch,huge-power,38,36,38,32,36,57
660,diggersby,10,424,148,normal,ground,pickup,cheek-pouch,huge-power,85,56,77,50,77,78
661,fletchling,3,17,56,normal,flying,big-pecks,gale-wings,,45,50,43,40,38,62
662,fletchinder,7,160,134,fire,flying,flame-body,gale-wings,,62,73,55,56,52,84
663,talonflame,12,245,175,fire,flying,flame-body,gale-wings,,78,81,71,74,69,126
664,scatterbug,3,25,40,bug,,shield-dust,compound-eyes,friend-guard,38,35,40,27,25,35
665,spewpa,3,84,75,bug,,shed-skin,friend-guard,,45,22,60,27,30,29
666,vivillon,12,170,185,bug,flying,shield-dust,compound-eyes,friend-guard,80,52,50,90,50,89
667,litleo,6,135,74,fire,normal,rivalry,unnerve,moxie,62,50,58,73,54,72
668,pyroar,15,815,177,fire,normal,rivalry,unnerve,moxie,86,68,72,109,66,106
669,flabebe,1,1,61,fairy,,flower-veil,symbiosis,,44,38,39,61,79,42
670,floette,2,9,130,fairy,,flower-veil,symbiosis,,54,45,47,75,98,52
671,florges,11,100,248,fairy,,flower-veil,symbiosis,,78,65,68,112,154,75
672,skiddo,9,310,70,grass,,sap-sipper,grass-pelt,,66,65,48,62,57,52
673,gogoat,17,910,186,grass,,sap-sipper,grass-pelt,,123,100,62,97,81,68
674,pancham,6,80,70,fighting,,iron-fist,mold-breaker,scrappy,67,82,62,46,48,43
675,pangoro,21,1360,173,fighting,dark,iron-fist,mold-breaker,scrappy,95,124,78,69,71,58
676,furfrou,12,280,165,normal,,fur-coat,,,75,80,60,65,90,102
677,espurr,3,35,71,psychic,,keen-eye,infiltrator,own-tempo,62,48,54,63,60,68
678,meowstic-male,6,85,163,psychic,,keen-eye,infiltrator,prankster,74,48,76,83,81,104
679,honedge,8,20,65,steel,ghost,no-guard,,,45,80,100,35,37,28
680,doublade,8,45,157,steel,ghost,no-guard,,,59,110,150,45,49,35
681,aegislash-shield,17,530,234,steel,ghost,stance-change,,,60,50,140,50,140,60
682,spritzee,2,5,68,fairy,,healer,aroma-veil,,78,52,60,63,65,23
683,aromatisse,8,155,162,fairy,,healer,aroma-veil,,101,72,72,99,89,29
684,swirlix,4,35,68,fairy,,sweet-veil,unburden,,62,48,66,59,57,49
685,slurpuff,8,50,168,fairy,,sweet-veil,unburden,,82,80,86,85,75,72
686,inkay,4,35,58,dark,psychic,contrary,suction-cups,infiltrator,53,54,53,37,46,45
687,malamar,15,470,169,dark,psychic,contrary,suction-cups,infiltrator,86,92,88,68,75,73
688,binacle,5,310,61,rock,water,tough-claws,sniper,pickpocket,42,52,67,39,56,50
689,barbaracle,13,960,175,rock,water,tough-claws,sniper,pickpocket,72,105,115,54,86,68
690,skrelp,5,73,64,poison,water,poison-point,poison-touch,adaptability,50,60,60,60,60,30
691,dragalge,18,815,173,poison,dragon,poison-point,poison-touch,adaptability,65,75,90,97,123,44
692,clauncher,5,83,66,water,,mega-launcher,,,50,53,62,58,63,44
693,clawitzer,13,353,100,water,,mega-launcher,,,71,73,88,120,89,59
694,helioptile,5,60,58,electric,normal,dry-skin,sand-veil,solar-power,44,38,33,61,43,70
695,heliolisk,10,210,168,electric,normal,dry-skin,sand-veil,solar-power,62,55,52,109,94,109
696,tyrunt,8,260,72,rock,dragon,strong-jaw,sturdy,,58,89,77,45,45,48
697,tyrantrum,25,2700,182,rock,dragon,strong-jaw,rock-head,,82,121,119,69,59,71
698,amaura,13,252,72,rock,ice,refrigerate,snow-warning,,77,59,50,67,63,46
699,aurorus,27,2250,104,rock,ice,refrigerate,snow-warning,,123,77,72,99,92,58
700,sylveon,10,235,184,fairy,,cute-charm,pixilate,,95,65,65,110,130,60
701,hawlucha,8,215,175,fighting,flying,limber,unburden,mold-breaker,78,92,75,74,63,118
702,dedenne,2,22,151,electric,fairy,cheek-pouch,pickup,plus,67,58,57,81,67,101
703,carbink,3,57,100,rock,fairy,clear-body,sturdy,,50,50,150,50,150,50
704,goomy,3,28,60,dragon,,sap-sipper,hydration,gooey,45,50,35,55,75,40
705,sliggoo,8,175,158,dragon,,sap-sipper,hydration,gooey,68,75,53,83,113,60
706,goodra,20,1505,270,dragon,,sap-sipper,hydration,gooey,90,100,70,110,150,80
707,klefki,2,30,165,steel,fairy,prankster,magician,,57,80,91,80,87,75
708,phantump,4,70,62,ghost,grass,natural-cure,frisk,harvest,43,70,48,50,60,38
709,trevenant,15,710,166,ghost,grass,natural-cure,frisk,harvest,85,110,76,65,82,56
710,pumpkaboo-average,4,50,67,ghost,grass,pickup,frisk,insomnia,49,66,70,44,55,51
711,gourgeist-average,9,125,173,ghost,grass,pickup,frisk,insomnia,65,90,122,58,75,84
712,bergmite,10,995,61,ice,,own-tempo,ice-body,sturdy,55,69,85,32,35,28
713,avalugg,20,5050,180,ice,,own-tempo,ice-body,sturdy,95,117,184,44,46,28
714,noibat,5,80,49,flying,dragon,frisk,infiltrator,telepathy,40,30,35,45,40,55
715,noivern,15,850,187,flying,dragon,frisk,infiltrator,telepathy,85,70,80,97,80,123
716,xerneas,30,2150,306,fairy,,fairy-aura,,,126,131,95,131,98,99
717,yveltal,58,2030,306,dark,flying,dark-aura,,,126,131,95,131,98,99
718,zygarde-50,50,3050,270,dragon,ground,aura-break,,,108,100,121,81,95,95
719,diancie,7,88,270,rock,fairy,clear-body,,,50,100,150,100,150,50
720,hoopa,5,90,270,psychic,ghost,magician,,,80,110,60,150,130,70
721,volcanion,17,1950,270,fire,water,water-absorb,,,80,110,120,130,90,70
722,rowlet,3,15,64,grass,flying,overgrow,long-reach,,68,55,55,50,50,42
723,dartrix,7,160,147,grass,flying,overgrow,long-reach,,78,75,75,70,70,52
724,decidueye,16,366,239,grass,ghost,overgrow,long-reach,,78,107,75,100,100,70
725,litten,4,43,64,fire,,blaze,intimidate,,45,65,40,60,40,70
726,torracat,7,250,147,fire,,blaze,intimidate,,65,85,50,80,50,90
727,incineroar,18,830,239,fire,dark,blaze,intimidate,,95,115,90,80,90,60
728,popplio,4,75,64,water,,torrent,liquid-voice,,50,54,54,66,56,40
729,brionne,6,175,147,water,,torrent,liquid-voice,,60,69,69,91,81,50
730,primarina,18,440,239,water,fairy,torrent,liquid-voice,,80,74,74,126,116,60
731,pikipek,3,12,53,normal,flying,keen-eye,skill-link,pickup,35,75,30,30,30,65
732,trumbeak,6,148,124,normal,flying,keen-eye,skill-link,pickup,55,85,50,40,50,75
733,toucannon,11,260,218,normal,flying,keen-eye,skill-link,sheer-force,80,120,75,75,75,60
734,yungoos,4,60,51,normal,,stakeout,strong-jaw,adaptability,48,70,30,30,30,45
735,gumshoos,7,142,146,normal,,stakeout,strong-jaw,adaptability,88,110,60,55,60,45
736,grubbin,4,44,60,bug,,swarm,,,47,62,45,55,45,46
737,charjabug,5,105,140,bug,electric,battery,,,57,82,95,55,75,36
738,vikavolt,15,450,225,bug,electric,levitate,,,77,70,90,145,75,43
739,crabrawler,6,70,68,fighting,,hyper-cutter,iron-fist,anger-point,47,82,57,42,47,63
740,crabominable,17,1800,167,fighting,ice,hyper-cutter,iron-fist,anger-point,97,132,77,62,67,43
741,oricorio-baile,6,34,167,fire,flying,dancer,,,75,70,70,98,70,93
742,cutiefly,1,2,61,bug,fairy,honey-gather,shield-dust,sweet-veil,40,45,40,55,40,84
743,ribombee,2,5,162,bug,fairy,honey-gather,shield-dust,sweet-veil,60,55,60,95,70,124
744,rockruff,5,92,56,rock,,keen-eye,vital-spirit,steadfast,45,65,40,30,40,60
745,lycanroc-midday,8,250,170,rock,,keen-eye,sand-rush,steadfast,75,115,65,55,65,112
746,wishiwashi-solo,2,3,61,water,,schooling,,,45,20,20,25,25,40
747,mareanie,4,80,61,poison,water,merciless,limber,regenerator,50,53,62,43,52,45
748,toxapex,7,145,173,poison,water,merciless,limber,regenerator,50,63,152,53,142,35
749,mudbray,10,1100,77,ground,,own-tempo,stamina,inner-focus,70,100,70,45,55,45
750,mudsdale,25,9200,175,ground,,own-tempo,stamina,inner-focus,100,125,100,55,85,35
751,dewpider,3,40,54,water,bug,water-bubble,water-absorb,,38,40,52,40,72,27
752,araquanid,18,820,159,water,bug,water-bubble,water-absorb,,68,70,92,50,132,42
753,fomantis,3,15,50,grass,,leaf-guard,contrary,,40,55,35,50,35,35
754,lurantis,9,185,168,grass,,leaf-guard,contrary,,70,105,90,80,90,45
755,morelull,2,15,57,grass,fairy,illuminate,effect-spore,rain-dish,40,35,55,65,75,15
756,shiinotic,10,115,142,grass,fairy,illuminate,effect-spore,rain-dish,60,45,80,90,100,30
757,salandit,6,48,64,poison,fire,corrosion,oblivious,,48,44,40,71,40,77
758,salazzle,12,222,168,poison,fire,corrosion,oblivious,,68,64,60,111,60,117
759,stufful,5,68,68,normal,fighting,fluffy,klutz,cute-charm,70,75,50,45,50,50
760,bewear,21,1350,175,normal,fighting,fluffy,klutz,unnerve,120,125,80,55,60,60
761,bounsweet,3,32,42,grass,,leaf-guard,oblivious,sweet-veil,42,30,38,30,38,32
762,steenee,7,82,102,grass,,leaf-guard,oblivious,sweet-veil,52,40,48,40,48,62
763,tsareena,12,214,230,grass,,leaf-guard,queenly-majesty,sweet-veil,72,120,98,50,98,72
764,comfey,1,3,170,fairy,,flower-veil,triage,natural-cure,51,52,90,82,110,100
765,oranguru,15,760,172,normal,psychic,inner-focus,telepathy,symbiosis,90,60,80,90,110,60
766,passimian,20,828,172,fighting,,receiver,defiant,,100,120,90,40,60,80
767,wimpod,5,120,46,bug,water,wimp-out,,,25,35,40,20,30,80
768,golisopod,20,1080,186,bug,water,emergency-exit,,,75,125,140,60,90,40
769,sandygast,5,700,64,ghost,ground,water-compaction,sand-veil,,55,55,80,70,45,15
770,palossand,13,2500,168,ghost,ground,water-compaction,sand-veil,,85,75,110,100,75,35
771,pyukumuku,3,12,144,water,,innards-out,unaware,,55,60,130,30,130,5
772,type-null,19,1205,107,normal,,battle-armor,,,95,95,95,95,95,59
773,silvally,23,1005,257,normal,,rks-system,,,95,95,95,95,95,95
774,minior-red-meteor,3,400,154,rock,flying,shields-down,,,60,60,100,60,100,60
775,komala,4,199,168,normal,,comatose,,,65,115,65,75,95,65
776,turtonator,20,2120,170,fire,dragon,shell-armor,,,60,78,135,91,85,36
777,togedemaru,3,33,152,electric,steel,iron-barbs,lightning-rod,sturdy,65,98,63,40,73,96
778,mimikyu-disguised,2,7,167,ghost,fairy,disguise,,,55,90,80,50,105,96
779,bruxish,9,190,166,water,psychic,dazzling,strong-jaw,wonder-skin,68,105,70,70,70,92
780,drampa,30,1850,170,normal,dragon,berserk,sap-sipper,cloud-nine,78,60,85,135,91,36
781,dhelmise,39,2100,181,ghost,grass,steelworker,,,70,131,100,86,90,40
782,jangmo-o,6,297,60,dragon,,bulletproof,soundproof,overcoat,45,55,65,45,45,45
783,hakamo-o,12,470,147,dragon,fighting,bulletproof,soundproof,overcoat,55,75,90,65,70,65
784,kommo-o,16,782,270,dragon,fighting,bulletproof,soundproof,overcoat,75,110,125,100,105,85
785,tapu-koko,18,205,257,electric,fairy,electric-surge,telepathy,,70,115,85,95,75,130
786,tapu-lele,12,186,257,psychic,fairy,psychic-surge,telepathy,,70,85,75,130,115,95
787,tapu-bulu,19,455,257,grass,fairy,grassy-surge,telepathy,,70,130,115,85,95,75
788,tapu-fini,13,212,257,water,fairy,misty-surge,telepathy,,70,75,115,95,130,85
789,cosmog,2,1,40,psychic,,unaware,,,43,29,31,29,31,37
790,cosmoem,1,9999,140,psychic,,sturdy,,,43,29,131,29,131,37
791,solgaleo,34,2300,306,psychic,steel,full-metal-body,,,137,137,107,113,89,97
792,lunala,40,1200,306,psychic,ghost,shadow-shield,,,137,113,89,137,107,97
793,nihilego,12,555,257,rock,poison,beast-boost,,,109,53,47,127,131,103
794,buzzwole,24,3336,257,bug,fighting,beast-boost,,,107,139,139,53,53,79
795,pheromosa,18,250,257,bug,fighting,beast-boost,,,71,137,37,137,37,151
796,xurkitree,38,1000,257,electric,,beast-boost,,,83,89,71,173,71,83
797,celesteela,92,9999,257,steel,flying,beast-boost,,,97,101,103,107,101,61
798,kartana,3,1,257,grass,steel,beast-boost,,,59,181,131,59,31,109
799,guzzlord,55,8880,257,dark,dragon,beast-boost,,,223,101,53,97,53,43
800,necrozma,24,2300,270,psychic,,prism-armor,,,97,107,101,127,89,79
801,magearna,10,805,270,steel,fairy,soul-heart,,,80,95,115,130,115,65
802,marshadow,7,222,270,fighting,ghost,technician,,,90,125,80,90,90,125
803,poipole,6,18,189,poison,,beast-boost,,,67,73,67,73,67,73
804,naganadel,36,1500,243,poison,dragon,beast-boost,,,73,73,73,127,73,121
805,stakataka,55,8200,257,rock,steel,beast-boost,,,61,131,211,53,101,13
806,blacephalon,18,130,257,fire,ghost,beast-boost,,,53,127,53,151,79,107
807,zeraora,15,445,270,electric,,volt-absorb,,,88,112,75,102,80,143
808,meltan,2,80,135,steel,,magnet-pull,,,46,65,65,55,35,34
809,melmetal,25,8000,270,steel,,iron-fist,,,135,143,143,80,65,34
810,grookey,3,50,62,grass,,overgrow,grassy-surge,,50,65,50,40,40,65
811,thwackey,7,140,147,grass,,overgrow,grassy-surge,,70,85,70,55,60,80
812,rillaboom,21,900,265,grass,,overgrow,grassy-surge,,100,125,90,60,70,85
813,scorbunny,3,45,62,fire,,blaze,libero,,50,71,40,40,40,69
814,raboot,6,90,147,fire,,blaze,libero,,65,86,60,55,60,94
815,cinderace,14,330,265,fire,,blaze,libero,,80,116,75,65,75,119
816,sobble,3,40,62,water,,torrent,sniper,,50,40,40,70,40,70
817,drizzile,7,115,147,water,,torrent,sniper,,65,60,55,95,55,90
818,inteleon,19,452,265,water,,torrent,sniper,,70,85,65,125,65,120
819,skwovet,3,25,55,normal,,cheek-pouch,gluttony,,70,55,55,35,35,25
820,greedent,6,60,161,normal,,cheek-pouch,gluttony,,120,95,95,55,75,20
821,rookidee,2,18,49,flying,,keen-eye,unnerve,big-pecks,38,47,35,33,35,57
822,corvisquire,8,160,128,flying,,keen-eye,unnerve,big-pecks,68,67,55,43,55,77
823,corviknight,22,750,248,flying,steel,pressure,unnerve,mirror-armor,98,87,105,53,85,67
824,blipbug,4,80,36,bug,,swarm,compound-eyes,telepathy,25,20,20,25,45,45
825,dottler,4,195,117,bug,psychic,swarm,compound-eyes,telepathy,50,35,80,50,90,30
826,orbeetle,4,408,253,bug,psychic,swarm,frisk,telepathy,60,45,110,80,120,90
827,nickit,6,89,49,dark,,run-away,unburden,stakeout,40,28,28,47,52,50
828,thievul,12,199,159,dark,,run-away,unburden,stakeout,70,58,58,87,92,90
829,gossifleur,4,22,50,grass,,cotton-down,regenerator,effect-spore,40,40,60,40,60,10
830,eldegoss,5,25,161,grass,,cotton-down,regenerator,effect-spore,60,50,90,80,120,60
831,wooloo,6,60,122,normal,,fluffy,run-away,bulletproof,42,40,55,40,45,48
832,dubwool,13,430,172,normal,,fluffy,steadfast,bulletproof,72,80,100,60,90,88
833,chewtle,3,85,57,water,,strong-jaw,shell-armor,swift-swim,50,64,50,38,38,44
834,drednaw,10,1155,170,water,rock,strong-jaw,shell-armor,swift-swim,90,115,90,48,68,74
835,yamper,3,135,54,electric,,ball-fetch,rattled,,59,45,50,40,50,26
836,boltund,10,340,172,electric,,strong-jaw,competitive,,69,90,60,90,60,121
837,rolycoly,3,120,48,rock,,steam-engine,heatproof,flash-fire,30,40,50,40,50,30
838,carkol,11,780,144,rock,fire,steam-engine,flame-body,flash-fire,80,60,90,60,70,50
839,coalossal,28,3105,255,rock,fire,steam-engine,flame-body,flash-fire,110,80,120,80,90,30
840,applin,2,5,52,grass,dragon,ripen,gluttony,bulletproof,40,40,80,40,40,20
841,flapple,3,10,170,grass,dragon,ripen,gluttony,hustle,70,110,80,95,60,70
842,appletun,4,130,170,grass,dragon,ripen,gluttony,thick-fat,110,85,80,100,80,30
843,silicobra,22,76,63,ground,,sand-spit,shed-skin,sand-veil,52,57,75,35,50,46
844,sandaconda,38,655,179,ground,,sand-spit,shed-skin,sand-veil,72,107,125,65,70,71
845,cramorant,8,180,166,flying,water,gulp-missile,,,70,85,55,85,95,85
846,arrokuda,5,10,56,water,,swift-swim,propeller-tail,,41,63,40,40,30,66
847,barraskewda,13,300,172,water,,swift-swim,propeller-tail,,61,123,60,60,50,136
848,toxel,4,110,48,electric,poison,rattled,static,klutz,40,38,35,54,35,40
849,toxtricity-amped,16,400,176,electric,poison,punk-rock,plus,technician,75,98,70,114,70,75
850,sizzlipede,7,10,61,fire,bug,flash-fire,white-smoke,flame-body,50,65,45,50,50,45
851,centiskorch,30,1200,184,fire,bug,flash-fire,white-smoke,flame-body,100,115,65,90,90,65
852,clobbopus,6,40,62,fighting,,limber,technician,,50,68,60,50,50,32
853,grapploct,16,390,168,fighting,,limber,technician,,80,118,90,70,80,42
854,sinistea,1,2,62,ghost,,weak-armor,cursed-body,,40,45,45,74,54,50
855,polteageist,2,4,178,ghost,,weak-armor,cursed-body,,60,65,65,134,114,70
856,hatenna,4,34,53,psychic,,healer,anticipation,magic-bounce,42,30,45,56,53,39
857,hattrem,6,48,130,psychic,,healer,anticipation,magic-bounce,57,40,65,86,73,49
858,hatterene,21,51,255,psychic,fairy,healer,anticipation,magic-bounce,57,90,95,136,103,29
859,impidimp,4,55,53,dark,fairy,prankster,frisk,pickpocket,45,45,30,55,40,50
860,morgrem,8,125,130,dark,fairy,prankster,frisk,pickpocket,65,60,45,75,55,70
861,grimmsnarl,15,610,255,dark,fairy,prankster,frisk,pickpocket,95,120,65,95,75,60
862,obstagoon,16,460,260,dark,normal,reckless,guts,defiant,93,90,101,60,81,95
863,perrserker,8,280,154,steel,,battle-armor,tough-claws,steely-spirit,70,110,100,50,60,50
864,cursola,10,4,179,ghost,,weak-armor,perish-body,,60,95,50,145,130,30
865,sirfetchd,8,1170,177,fighting,,steadfast,scrappy,,62,135,95,68,82,65
866,mr-rime,15,582,182,ice,psychic,tangled-feet,screen-cleaner,ice-body,80,85,75,110,100,70
867,runerigus,16,666,169,ground,ghost,wandering-spirit,,,58,95,145,50,105,30
868,milcery,2,3,54,fairy,,sweet-veil,aroma-veil,,45,40,40,50,61,34
869,alcremie,3,5,173,fairy,,sweet-veil,aroma-veil,,65,60,75,110,121,64
870,falinks,30,620,165,fighting,,battle-armor,defiant,,65,100,100,70,60,75
871,pincurchin,3,10,152,electric,,lightning-rod,electric-surge,,48,101,95,91,85,15
872,snom,3,38,37,ice,bug,shield-dust,ice-scales,,30,25,35,45,30,20
873,frosmoth,13,420,166,ice,bug,shield-dust,ice-scales,,70,65,60,125,90,65
874,stonjourner,25,5200,165,rock,,power-spot,,,100,125,135,20,20,70
875,eiscue-ice,14,890,165,ice,,ice-face,,,75,80,110,65,90,50
876,indeedee-male,9,280,166,psychic,normal,inner-focus,synchronize,psychic-surge,60,65,55,105,95,95
877,morpeko-full-belly,3,30,153,electric,dark,hunger-switch,,,58,95,58,70,58,97
878,cufant,12,1000,66,steel,,sheer-force,heavy-metal,,72,80,49,40,49,40
879,copperajah,30,6500,175,steel,,sheer-force,heavy-metal,,122,130,69,80,69,30
880,dracozolt,18,1900,177,electric,dragon,volt-absorb,hustle,sand-rush,90,100,90,80,70,75
881,arctozolt,23,1500,177,electric,ice,volt-absorb,static,slush-rush,90,100,90,90,80,55
882,dracovish,23,2150,177,water,dragon,water-absorb,strong-jaw,sand-rush,90,90,100,70,80,75
883,arctovish,20,1750,177,water,ice,water-absorb,ice-body,slush-rush,90,90,100,80,90,55
884,duraludon,18,400,187,steel,dragon,light-metal,heavy-metal,stalwart,70,95,115,120,50,85
885,dreepy,5,20,54,dragon,ghost,clear-body,infiltrator,cursed-body,28,60,30,40,30,82
886,drakloak,14,110,144,dragon,ghost,clear-body,infiltrator,cursed-body,68,80,50,60,50,102
887,dragapult,30,500,300,dragon,ghost,clear-body,infiltrator,cursed-body,88,120,75,100,75,142
888,zacian,28,1100,335,fairy,,intrepid-sword,,,92,120,115,80,115,138
889,zamazenta,29,2100,335,fighting,,dauntless-shield,,,92,120,115,80,115,138
890,eternatus,200,9500,345,poison,dragon,pressure,,,140,85,95,145,95,130
891,kubfu,6,120,77,fighting,,inner-focus,,,60,90,60,53,50,72
892,urshifu-single-strike,19,1050,275,fighting,dark,unseen-fist,,,100,130,100,63,60,97
893,zarude,18,700,300,dark,grass,leaf-guard,,,105,120,105,70,95,105
894,regieleki,12,1450,290,electric,,transistor,,,80,100,50,100,50,200
895,regidrago,21,2000,290,dragon,,dragons-maw,,,200,100,50,100,50,80
896,glastrier,22,8000,290,ice,,chilling-neigh,,,100,145,130,65,110,30
897,spectrier,20,445,290,ghost,,grim-neigh,,,100,65,60,145,80,130
898,calyrex,11,77,250,psychic,grass,unnerve,,,100,80,80,80,80,80
899,wyrdeer,18,951,263,normal,psychic,intimidate,frisk,sap-sipper,103,105,72,105,75,65
900,kleavor,18,890,175,bug,rock,swarm,sheer-force,sharpness,70,135,95,45,70,85
901,ursaluna,24,2900,275,ground,normal,guts,bulletproof,unnerve,130,140,105,45,80,50
902,basculegion-male,30,1100,265,water,ghost,swift-swim,adaptability,mold-breaker,120,112,65,80,75,78
903,sneasler,13,430,102,fighting,poison,pressure,unburden,poison-touch,80,130,60,40,80,120
904,overqwil,25,605,179,dark,poison,poison-point,swift-swim,intimidate,85,115,95,65,65,85
905,enamorus-incarnate,16,480,116,fairy,flying,cute-charm,contrary,,74,115,70,135,80,106
906,sprigatito,4,41,62,grass,,overgrow,protean,,40,61,54,45,45,65
907,floragato,9,122,144,grass,,overgrow,protean,,61,80,63,60,63,83
908,meowscarada,15,312,265,grass,dark,overgrow,protean,,76,110,70,81,70,123
909,fuecoco,4,98,62,fire,,blaze,unaware,,67,45,59,63,40,36
910,crocalor,10,307,144,fire,,blaze,unaware,,81,55,78,90,58,49
911,skeledirge,16,3265,265,fire,ghost,blaze,unaware,,104,75,100,110,75,66
912,quaxly,5,61,62,water,,torrent,moxie,,55,65,45,50,45,50
913,quaxwell,12,215,144,water,,torrent,moxie,,70,85,65,65,60,65
914,quaquaval,18,619,265,water,fighting,torrent,moxie,,85,120,80,85,75,85
915,lechonk,5,102,51,normal,,aroma-veil,gluttony,thick-fat,54,45,40,35,45,35
916,oinkologne-male,10,1200,171,normal,,lingering-aroma,gluttony,thick-fat,110,100,75,59,80,65
917,tarountula,3,40,42,bug,,insomnia,stakeout,,35,41,45,29,40,20
918,spidops,10,165,141,bug,,insomnia,stakeout,,60,79,92,52,86,35
919,nymble,2,10,42,bug,,swarm,tinted-lens,,33,46,40,21,25,45
920,lokix,10,175,158,bug,dark,swarm,tinted-lens,,71,102,78,52,55,92
921,pawmi,3,25,48,electric,,static,natural-cure,iron-fist,45,50,20,40,25,60
922,pawmo,4,65,123,electric,fighting,volt-absorb,natural-cure,iron-fist,60,75,40,50,40,85
923,pawmot,9,410,245,electric,fighting,volt-absorb,natural-cure,iron-fist,70,115,70,70,60,105
924,tandemaus,3,18,61,normal,,run-away,pickup,own-tempo,50,50,45,40,45,75
925,maushold-family-of-four,3,23,165,normal,,friend-guard,cheek-pouch,technician,74,75,70,65,75,111
926,fidough,3,109,62,fairy,,own-tempo,klutz,,37,55,70,30,55,65
927,dachsbun,5,149,167,fairy,,well-baked-body,aroma-veil,,57,80,115,50,80,95
928,smoliv,3,65,52,grass,normal,early-bird,harvest,,41,35,45,58,51,30
929,dolliv,6,119,124,grass,normal,early-bird,harvest,,52,53,60,78,78,33
930,arboliva,14,482,255,grass,normal,seed-sower,harvest,,78,69,90,125,109,39
931,squawkabilly-green-plumage,6,24,146,normal,flying,intimidate,hustle,guts,82,96,51,45,51,92
932,nacli,4,160,56,rock,,purifying-salt,sturdy,clear-body,55,55,75,35,35,25
933,naclstack,6,1050,124,rock,,purifying-salt,sturdy,clear-body,60,60,100,35,65,35
934,garganacl,23,2400,250,rock,,purifying-salt,sturdy,clear-body,100,100,130,45,90,35
935,charcadet,6,105,51,fire,,flash-fire,flame-body,,40,50,40,50,40,35
936,armarouge,15,850,263,fire,psychic,flash-fire,weak-armor,,85,60,100,125,80,75
937,ceruledge,16,620,263,fire,ghost,flash-fire,weak-armor,,75,125,80,60,100,85
938,tadbulb,3,4,54,electric,,own-tempo,static,damp,61,31,41,59,35,45
939,bellibolt,12,1130,173,electric,,electromorphosis,static,damp,109,64,91,103,83,45
940,wattrel,4,36,56,electric,flying,wind-power,volt-absorb,competitive,40,40,35,55,40,70
941,kilowattrel,14,386,172,electric,flying,wind-power,volt-absorb,competitive,70,70,60,105,60,125
942,maschiff,5,160,68,dark,,intimidate,run-away,stakeout,60,78,60,40,51,51
943,mabosstiff,11,610,177,dark,,intimidate,guard-dog,stakeout,80,120,90,60,70,85
944,shroodle,2,7,58,poison,normal,unburden,pickpocket,prankster,40,65,35,40,35,75
945,grafaiai,7,272,170,poison,normal,unburden,poison-touch,prankster,63,95,65,80,72,110
946,bramblin,6,6,55,grass,ghost,wind-rider,infiltrator,,40,65,30,45,35,60
947,brambleghast,12,60,168,grass,ghost,wind-rider,infiltrator,,55,115,70,80,70,90
948,toedscool,9,330,67,ground,grass,mycelium-might,mycelium-might,,40,40,35,50,100,70
949,toedscruel,19,580,180,ground,grass,mycelium-might,mycelium-might,,80,70,65,80,120,100
950,klawf,13,790,158,rock,,anger-shell,shell-armor,regenerator,70,100,115,35,55,75
951,capsakid,3,30,61,grass,,chlorophyll,insomnia,klutz,50,62,40,62,40,50
952,scovillain,9,150,170,grass,fire,chlorophyll,insomnia,moody,65,108,65,108,65,75
953,rellor,2,10,54,bug,,compound-eyes,shed-skin,,41,50,60,31,58,30
954,rabsca,3,35,165,bug,psychic,synchronize,telepathy,,75,50,85,115,100,45
955,flittle,2,15,51,psychic,,anticipation,frisk,speed-boost,30,35,30,55,30,75
956,espathra,19,900,168,psychic,,opportunist,frisk,speed-boost,95,60,60,101,60,105
957,tinkatink,4,89,59,fairy,steel,mold-breaker,own-tempo,pickpocket,50,45,45,35,64,58
958,tinkatuff,7,591,133,fairy,steel,mold-breaker,own-tempo,pickpocket,65,55,55,45,82,78
959,tinkaton,7,1128,253,fairy,steel,mold-breaker,own-tempo,pickpocket,85,75,77,70,105,94
960,wiglett,12,18,49,water,,gooey,rattled,sand-veil,10,55,25,35,25,95
961,wugtrio,12,54,149,water,,gooey,rattled,sand-veil,35,100,50,50,70,120
